1	My	_	PRP$	PRP$	_	3	poss	_	_
2	friend	_	NN	NN	_	3	nn	_	_
3	book	_	NN	NN	_	0	root	_	_
4	this	_	DT	DT	_	5	det	_	_
5	hotel	_	NN	NN	_	3	dep	_	_
6	for	_	IN	IN	_	5	prep	_	_
7	us	_	PRP	PRP	_	6	pobj	_	_
8	for	_	IN	IN	_	3	prep	_	_
9	a	_	DT	DT	_	11	det	_	_
10	girls	_	NNS	NNS	_	11	nn	_	_
11	weekend	_	NN	NN	_	8	pobj	_	_
12	in	_	IN	IN	_	11	prep	_	_
13	Chicago	_	NNP	NNP	_	12	pobj	_	_
14	.	_	.	.	_	0	erased	_	_

1	Lets	_	NNS	NNS	_	3	nsubj	_	_
2	just	_	RB	RB	_	3	advmod	_	_
3	say	_	VBP	VBP	_	0	root	_	_
4	we	_	PRP	PRP	_	6	nsubj	_	_
5	were	_	VBD	VBD	_	6	cop	_	_
6	thankful	_	JJ	JJ	_	3	ccomp	_	_
7	we	_	PRP	PRP	_	10	nsubj	_	_
8	did	_	VBD	VBD	_	10	aux	_	_
9	n't	_	RB	RB	_	10	neg	_	_
10	have	_	VB	VB	_	6	ccomp	_	_
11	to	_	TO	TO	_	12	aux	_	_
12	spend	_	VB	VB	_	10	xcomp	_	_
13	much	_	JJ	JJ	_	14	amod	_	_
14	time	_	NN	NN	_	12	dobj	_	_
15	in	_	IN	IN	_	12	prep	_	_
16	the	_	DT	DT	_	17	det	_	_
17	room	_	NN	NN	_	15	pobj	_	_
18	.	_	.	.	_	0	erased	_	_

1	The	_	DT	DT	_	2	det	_	_
2	carpet	_	NN	NN	_	5	nsubj	_	_
3	was	_	VBD	VBD	_	5	cop	_	_
4	so	_	RB	RB	_	5	advmod	_	_
5	stained	_	JJ	JJ	_	0	root	_	_
6	it	_	PRP	PRP	_	7	nsubj	_	_
7	looked	_	VBD	VBD	_	5	ccomp	_	_
8	like	_	IN	IN	_	11	mark	_	_
9	it	_	PRP	PRP	_	11	nsubj	_	_
10	was	_	VBD	VBD	_	11	cop	_	_
11	suppose	_	JJ	JJ	_	7	advcl	_	_
12	to	_	TO	TO	_	15	aux	_	_
13	be	_	VB	VB	_	15	cop	_	_
14	that	_	DT	DT	_	15	det	_	_
15	way	_	NN	NN	_	11	xcomp	_	_
16	.	_	.	.	_	0	erased	_	_

1	The	_	DT	DT	_	2	det	_	_
2	furniture	_	NN	NN	_	4	nsubj	_	_
3	was	_	VBD	VBD	_	4	cop	_	_
4	worn	_	JJ	JJ	_	0	root	_	_
5	and	_	CC	CC	_	4	cc	_	_
6	outdated	_	JJ	JJ	_	4	conj	_	_
7	.	_	.	.	_	0	erased	_	_

1	The	_	DT	DT	_	2	det	_	_
2	place	_	NN	NN	_	4	nsubj	_	_
3	was	_	VBD	VBD	_	4	cop	_	_
4	gross	_	JJ	JJ	_	0	root	_	_
5	and	_	CC	CC	_	4	cc	_	_
6	just	_	RB	RB	_	9	advmod	_	_
7	was	_	VBD	VBD	_	9	cop	_	_
8	n't	_	RB	RB	_	9	neg	_	_
9	worth	_	JJ	JJ	_	4	conj	_	_
10	the	_	DT	DT	_	11	det	_	_
11	money	_	NN	NN	_	4	dobj	_	_
12	we	_	PRP	PRP	_	13	nsubj	_	_
13	spent	_	VBD	VBD	_	11	rcmod	_	_
14	on	_	IN	IN	_	13	prep	_	_
15	it	_	PRP	PRP	_	14	pobj	_	_
16	.	_	.	.	_	0	erased	_	_

1	The	_	DT	DT	_	4	det	_	_
2	only	_	JJ	JJ	_	4	amod	_	_
3	redeeming	_	NN	NN	_	4	nn	_	_
4	quality	_	NN	NN	_	8	nsubj	_	_
5	was	_	VBD	VBD	_	8	cop	_	_
6	the	_	DT	DT	_	8	det	_	_
7	door	_	NN	NN	_	8	nn	_	_
8	man	_	NN	NN	_	13	ccomp	_	_
9	,	_	,	,	_	0	erased	_	_
10	we	_	PRP	PRP	_	13	nsubj	_	_
11	was	_	VBD	VBD	_	13	cop	_	_
12	very	_	RB	RB	_	13	advmod	_	_
13	nice	_	JJ	JJ	_	0	root	_	_
14	and	_	CC	CC	_	13	cc	_	_
15	helpful	_	JJ	JJ	_	13	conj	_	_
16	.	_	.	.	_	0	erased	_	_

